timestamp,BTC: Short-Term Holder Profit/Loss Ratio,timestamp,90% Profit / 10% Loss,timestamp,10% Profit / 90% Loss,timestamp,BTC: Price,timestamp,50% Profit / 50% Loss,timestamp,---,timestamp,Very High Risk,timestamp,High Risk,timestamp,Very Low Risk,timestamp,Low Risk
2009-03-17T00:00:00.000Z,,2009-03-17T00:00:00.000Z,9,2009-03-17T00:00:00.000Z,0.1111111111111111,,,2009-03-17T00:00:00.000Z,1,2009-03-17T00:00:00.000Z,1,,,,,,,,
2009-03-18T00:00:00.000Z,,2009-03-18T00:00:00.000Z,9,2009-03-18T00:00:00.000Z,0.1111111111111111,,,2009-03-18T00:00:00.000Z,1,2009-03-18T00:00:00.000Z,1,,,,,,,,
2009-03-19T00:00:00.000Z,,2009-03-19T00:00:00.000Z,9,2009-03-19T00:00:00.000Z,0.1111111111111111,,,2009-03-19T00:00:00.000Z,1,2009-03-19T00:00:00.000Z,1,,,,,,,,
2009-03-20T00:00:00.000Z,,2009-03-20T00:00:00.000Z,9,2009-03-20T00:00:00.000Z,0.1111111111111111,,,2009-03-20T00:00:00.000Z,1,2009-03-20T00:00:00.000Z,1,,,,,,,,
2009-03-21T00:00:00.000Z,,2009-03-21T00:00:00.000Z,9,2009-03-21T00:00:00.000Z,0.1111111111111111,,,2009-03-21T00:00:00.000Z,1,2009-03-21T00:00:00.000Z,1,,,,,,,,
2009-03-22T00:00:00.000Z,,2009-03-22T00:00:00.000Z,9,2009-03-22T00:00:00.000Z,0.1111111111111111,,,2009-03-22T00:00:00.000Z,1,2009-03-22T00:00:00.000Z,1,,,,,,,,
2009-03-23T00:00:00.000Z,,2009-03-23T00:00:00.000Z,9,2009-03-23T00:00:00.000Z,0.1111111111111111,,,2009-03-23T00:00:00.000Z,1,2009-03-23T00:00:00.000Z,1,,,,,,,,
2009-03-24T00:00:00.000Z,,2009-03-24T00:00:00.000Z,9,2009-03-24T00:00:00.000Z,0.1111111111111111,,,2009-03-24T00:00:00.000Z,1,2009-03-24T00:00:00.000Z,1,,,,,,,,
2009-03-25T00:00:00.000Z,,2009-03-25T00:00:00.000Z,9,2009-03-25T00:00:00.000Z,0.1111111111111111,,,2009-03-25T00:00:00.000Z,1,2009-03-25T00:00:00.000Z,1,,,,,,,,
2009-03-26T00:00:00.000Z,,2009-03-26T00:00:00.000Z,9,2009-03-26T00:00:00.000Z,0.1111111111111111,,,2009-03-26T00:00:00.000Z,1,2009-03-26T00:00:00.000Z,1,,,,,,,,
2009-03-27T00:00:00.000Z,,2009-03-27T00:00:00.000Z,9,2009-03-27T00:00:00.000Z,0.1111111111111111,,,2009-03-27T00:00:00.000Z,1,2009-03-27T00:00:00.000Z,1,,,,,,,,
2009-03-28T00:00:00.000Z,,2009-03-28T00:00:00.000Z,9,2009-03-28T00:00:00.000Z,0.1111111111111111,,,2009-03-28T00:00:00.000Z,1,2009-03-28T00:00:00.000Z,1,,,,,,,,
2009-03-29T00:00:00.000Z,,2009-03-29T00:00:00.000Z,9,2009-03-29T00:00:00.000Z,0.1111111111111111,,,2009-03-29T00:00:00.000Z,1,2009-03-29T00:00:00.000Z,1,,,,,,,,
