timestamp,BTC: Price,timestamp,BTC: Long-Term Holder Supply,timestamp,LTH-Spending Binary Indicator [7D],timestamp,---,timestamp,LTH-SPENDING BI = 6-of-7,timestamp,LTH-SPENDING BI = 4-of-7,timestamp,LTH-SPENDING BI = 1-of-7,timestamp,Very High Risk,timestamp,High Risk,timestamp,Low Risk,timestamp,Very Low Risk
,,2009-02-10T00:00:00.000Z,0.16753279654517,2009-02-10T00:00:00.000Z,0,2009-02-10T00:00:00.000Z,1,2009-02-10T00:00:00.000Z,0.8571428571428571,2009-02-10T00:00:00.000Z,0.5,2009-02-10T00:00:00.000Z,0.14285714285714285,2009-02-10T00:00:00.000Z,0,2009-02-10T00:00:00.000Z,0,2009-02-10T00:00:00.000Z,0,2009-02-10T00:00:00.000Z,0.1
,,2009-02-11T00:00:00.000Z,0.175451894021363,2009-02-11T00:00:00.000Z,0,2009-02-11T00:00:00.000Z,1,2009-02-11T00:00:00.000Z,0.8571428571428571,2009-02-11T00:00:00.000Z,0.5,2009-02-11T00:00:00.000Z,0.14285714285714285,2009-02-11T00:00:00.000Z,0,2009-02-11T00:00:00.000Z,0,2009-02-11T00:00:00.000Z,0,2009-02-11T00:00:00.000Z,0.1
,,2009-02-12T00:00:00.000Z,0.198014175189355,2009-02-12T00:00:00.000Z,0,2009-02-12T00:00:00.000Z,1,2009-02-12T00:00:00.000Z,0.8571428571428571,2009-02-12T00:00:00.000Z,0.5,2009-02-12T00:00:00.000Z,0.14285714285714285,2009-02-12T00:00:00.000Z,0,2009-02-12T00:00:00.000Z,0,2009-02-12T00:00:00.000Z,0,2009-02-12T00:00:00.000Z,0.1
,,2009-02-13T00:00:00.000Z,0.20677179160198,2009-02-13T00:00:00.000Z,0,2009-02-13T00:00:00.000Z,1,2009-02-13T00:00:00.000Z,0.8571428571428571,2009-02-13T00:00:00.000Z,0.5,2009-02-13T00:00:00.000Z,0.14285714285714285,2009-02-13T00:00:00.000Z,0,2009-02-13T00:00:00.000Z,0,2009-02-13T00:00:00.000Z,0,2009-02-13T00:00:00.000Z,0.1
,,2009-02-14T00:00:00.000Z,0.233844250782956,2009-02-14T00:00:00.000Z,0,2009-02-14T00:00:00.000Z,1,2009-02-14T00:00:00.000Z,0.8571428571428571,2009-02-14T00:00:00.000Z,0.5,2009-02-14T00:00:00.000Z,0.14285714285714285,2009-02-14T00:00:00.000Z,0,2009-02-14T00:00:00.000Z,0,2009-02-14T00:00:00.000Z,0,2009-02-14T00:00:00.000Z,0.1
,,2009-02-15T00:00:00.000Z,0.244047140135852,2009-02-15T00:00:00.000Z,0,2009-02-15T00:00:00.000Z,1,2009-02-15T00:00:00.000Z,0.8571428571428571,2009-02-15T00:00:00.000Z,0.5,2009-02-15T00:00:00.000Z,0.14285714285714285,2009-02-15T00:00:00.000Z,0,2009-02-15T00:00:00.000Z,0,2009-02-15T00:00:00.000Z,0,2009-02-15T00:00:00.000Z,0.1
,,2009-02-16T00:00:00.000Z,0.274123755571033,2009-02-16T00:00:00.000Z,0,2009-02-16T00:00:00.000Z,1,2009-02-16T00:00:00.000Z,0.8571428571428571,2009-02-16T00:00:00.000Z,0.5,2009-02-16T00:00:00.000Z,0.14285714285714285,2009-02-16T00:00:00.000Z,0,2009-02-16T00:00:00.000Z,0,2009-02-16T00:00:00.000Z,0,2009-02-16T00:00:00.000Z,0.1
,,2009-02-17T00:00:00.000Z,0.285616193594589,2009-02-17T00:00:00.000Z,0,2009-02-17T00:00:00.000Z,1,2009-02-17T00:00:00.000Z,0.8571428571428571,2009-02-17T00:00:00.000Z,0.5,2009-02-17T00:00:00.000Z,0.14285714285714285,2009-02-17T00:00:00.000Z,0,2009-02-17T00:00:00.000Z,0,2009-02-17T00:00:00.000Z,0,2009-02-17T00:00:00.000Z,0.1
,,2009-02-18T00:00:00.000Z,0.322136343347941,2009-02-18T00:00:00.000Z,0,2009-02-18T00:00:00.000Z,1,2009-02-18T00:00:00.000Z,0.8571428571428571,2009-02-18T00:00:00.000Z,0.5,2009-02-18T00:00:00.000Z,0.14285714285714285,2009-02-18T00:00:00.000Z,0,2009-02-18T00:00:00.000Z,0,2009-02-18T00:00:00.000Z,0,2009-02-18T00:00:00.000Z,0.1
,,2009-02-19T00:00:00.000Z,0.334712140853863,2009-02-19T00:00:00.000Z,0,2009-02-19T00:00:00.000Z,1,2009-02-19T00:00:00.000Z,0.8571428571428571,2009-02-19T00:00:00.000Z,0.5,2009-02-19T00:00:00.000Z,0.14285714285714285,2009-02-19T00:00:00.000Z,0,2009-02-19T00:00:00.000Z,0,2009-02-19T00:00:00.000Z,0,2009-02-19T00:00:00.000Z,0.1
,,2009-02-20T00:00:00.000Z,0.376337245491488,2009-02-20T00:00:00.000Z,0,2009-02-20T00:00:00.000Z,1,2009-02-20T00:00:00.000Z,0.8571428571428571,2009-02-20T00:00:00.000Z,0.5,2009-02-20T00:00:00.000Z,0.14285714285714285,2009-02-20T00:00:00.000Z,0,2009-02-20T00:00:00.000Z,0,2009-02-20T00:00:00.000Z,0,2009-02-20T00:00:00.000Z,0.1
,,2009-02-21T00:00:00.000Z,0.392210368685715,2009-02-21T00:00:00.000Z,0,2009-02-21T00:00:00.000Z,1,2009-02-21T00:00:00.000Z,0.8571428571428571,2009-02-21T00:00:00.000Z,0.5,2009-02-21T00:00:00.000Z,0.14285714285714285,2009-02-21T00:00:00.000Z,0,2009-02-21T00:00:00.000Z,0,2009-02-21T00:00:00.000Z,0,2009-02-21T00:00:00.000Z,0.1
,,2009-02-22T00:00:00.000Z,0.44021318500573,2009-02-22T00:00:00.000Z,0,2009-02-22T00:00:00.000Z,1,2009-02-22T00:00:00.000Z,0.8571428571428571,2009-02-22T00:00:00.000Z,0.5,2009-02-22T00:00:00.000Z,0.14285714285714285,2009-02-22T00:00:00.000Z,0,2009-02-22T00:00:00.000Z,0,2009-02-22T00:00:00.000Z,0,2009-02-22T00:00:00.000Z,0.1
,,2009-02-23T00:00:00.000Z,0.458259100399706,2009-02-23T00:00:00.000Z,0,2009-02-23T00:00:00.000Z,1,2009-02-23T00:00:00.000Z,0.8571428571428571,2009-02-23T00:00:00.000Z,0.5,2009-02-23T00:00:00.000Z,0.14285714285714285,2009-02-23T00:00:00.000Z,0,2009-02-23T00:00:00.000Z,0,2009-02-23T00:00:00.000Z,0,2009-02-23T00:00:00.000Z,0.1
,,2009-02-24T00:00:00.000Z,0.514086672089291,2009-02-24T00:00:00.000Z,0,2009-02-24T00:00:00.000Z,1,2009-02-24T00:00:00.000Z,0.8571428571428571,2009-02-24T00:00:00.000Z,0.5,2009-02-24T00:00:00.000Z,0.14285714285714285,2009-02-24T00:00:00.000Z,0,2009-02-24T00:00:00.000Z,0,2009-02-24T00:00:00.000Z,0,2009-02-24T00:00:00.000Z,0.1
,,2009-02-25T00:00:00.000Z,0.533833488166692,2009-02-25T00:00:00.000Z,0,2009-02-25T00:00:00.000Z,1,2009-02-25T00:00:00.000Z,0.8571428571428571,2009-02-25T00:00:00.000Z,0.5,2009-02-25T00:00:00.000Z,0.14285714285714285,2009-02-25T00:00:00.000Z,0,2009-02-25T00:00:00.000Z,0,2009-02-25T00:00:00.000Z,0,2009-02-25T00:00:00.000Z,0.1
,,2009-02-26T00:00:00.000Z,0.599180586187472,2009-02-26T00:00:00.000Z,0,2009-02-26T00:00:00.000Z,1,2009-02-26T00:00:00.000Z,0.8571428571428571,2009-02-26T00:00:00.000Z,0.5,2009-02-26T00:00:00.000Z,0.14285714285714285,2009-02-26T00:00:00.000Z,0,2009-02-26T00:00:00.000Z,0,2009-02-26T00:00:00.000Z,0,2009-02-26T00:00:00.000Z,0.1
,,2009-02-27T00:00:00.000Z,0.61991822147778,2009-02-27T00:00:00.000Z,0,2009-02-27T00:00:00.000Z,1,2009-02-27T00:00:00.000Z,0.8571428571428571,2009-02-27T00:00:00.000Z,0.5,2009-02-27T00:00:00.000Z,0.14285714285714285,2009-02-27T00:00:00.000Z,0,2009-02-27T00:00:00.000Z,0,2009-02-27T00:00:00.000Z,0,2009-02-27T00:00:00.000Z,0.1
,,2009-02-28T00:00:00.000Z,0.694533574596959,2009-02-28T00:00:00.000Z,0,2009-02-28T00:00:00.000Z,1,2009-02-28T00:00:00.000Z,0.8571428571428571,2009-02-28T00:00:00.000Z,0.5,2009-02-28T00:00:00.000Z,0.14285714285714285,2009-02-28T00:00:00.000Z,0,2009-02-28T00:00:00.000Z,0,2009-02-28T00:00:00.000Z,0,2009-02-28T00:00:00.000Z,0.1
